accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score,severity_index,risk_quartile
1833,Chennai,Tamil Nadu,13.130428,80.264175,2023-09-25,12:00,12,Monday,Weekday,rural,5,0,clear,high,28,high,weather,fatal,5,5,Non Peak Hour,No Festival,0.5,25,Q3
1834,Chandigarh,Punjab,30.647348,76.85965,2022-08-10,12:00,12,Wednesday,Weekday,urban,1,0,rain,medium,15,low,poor road,minor,1,0,Non Peak Hour,No Festival,0.25,0,Q1
1835,Delhi,Delhi,28.488848,76.845116,2023-09-23,16:00,16,Saturday,Weekend,rural,3,1,clear,high,28,medium,overspeeding,minor,5,0,Non Peak Hour,No Festival,0.1,0,Q1
1836,Delhi,Delhi,28.561031,76.84127,2024-11-18,5:00,5,Monday,Weekday,highway,4,1,rain,low,21,medium,weather,minor,1,1,Non Peak Hour,No Festival,0.45,1,Q2
1837,Hyderabad,Telangana,17.566376,78.44546,2024-12-27,19:00,19,Friday,Weekday,rural,3,0,rain,medium,17,high,overspeeding,minor,3,2,Peak Hour,No Festival,0.6,6,Q3
1838,Pune,Maharashtra,18.522476,73.75338,2023-06-24,13:00,13,Saturday,Weekend,rural,2,1,rain,low,30,medium,weather,major,2,1,Non Peak Hour,No Festival,0.45,2,Q2
1839,Chandigarh,Punjab,30.740034,76.77343,2024-06-17,18:00,18,Monday,Weekday,rural,4,0,rain,medium,28,medium,poor road,minor,4,4,Peak Hour,No Festival,0.4,16,Q2
1840,Chennai,Tamil Nadu,13.11856,80.22147,2023-02-17,11:00,11,Friday,Weekday,rural,6,0,fog,low,24,medium,drunk driving,minor,5,4,Non Peak Hour,No Festival,0.45,20,Q2
1841,Chennai,Tamil Nadu,12.874258,80.21387,2024-11-08,12:00,12,Friday,Weekday,urban,3,0,rain,low,19,medium,weather,minor,4,0,Non Peak Hour,No Festival,0.45,0,Q2
1842,Hyderabad,Telangana,17.532825,78.205246,2023-04-04,22:00,22,Tuesday,Weekday,highway,3,1,rain,medium,31,low,distraction,minor,5,5,Non Peak Hour,No Festival,0.25,25,Q1
1843,Delhi,Delhi,28.74338,76.82069,2023-01-05,7:00,7,Thursday,Weekday,rural,6,1,fog,low,28,high,distraction,minor,5,1,Non Peak Hour,No Festival,0.65,5,Q4
1844,Kolkata,West Bengal,22.565,88.44438,2025-02-21,16:00,16,Friday,Weekday,rural,6,0,fog,low,28,medium,weather,minor,1,1,Non Peak Hour,No Festival,0.45,1,Q2
1845,Kolkata,West Bengal,22.534388,88.449036,2023-06-26,15:00,15,Monday,Weekday,highway,5,1,fog,low,39,medium,drunk driving,major,2,1,Non Peak Hour,No Festival,0.45,2,Q2
1846,Pune,Maharashtra,18.403833,73.810455,2023-03-24,22:00,22,Friday,Weekday,highway,4,0,rain,low,22,low,overspeeding,major,2,1,Non Peak Hour,No Festival,0.45,2,Q2
1847,Chennai,Tamil Nadu,12.984423,80.14629,2022-12-12,22:00,22,Monday,Weekday,rural,2,0,fog,low,25,low,weather,minor,2,2,Non Peak Hour,No Festival,0.45,4,Q2
1848,Delhi,Delhi,28.736975,76.86722,2024-04-26,1:00,1,Friday,Weekday,rural,1,0,fog,low,32,high,overspeeding,major,1,1,Non Peak Hour,No Festival,0.65,1,Q4
1849,Pune,Maharashtra,18.577175,73.74426,2022-07-04,20:00,20,Monday,Weekday,highway,1,0,fog,low,40,high,poor road,minor,2,2,Non Peak Hour,No Festival,0.65,4,Q4
1850,Pune,Maharashtra,18.47571,73.92682,2022-09-25,12:00,12,Sunday,Weekend,highway,5,1,rain,medium,32,medium,poor road,minor,3,3,Non Peak Hour,No Festival,0.25,9,Q1
1851,Chennai,Tamil Nadu,13.087965,80.18166,2022-05-16,11:00,11,Monday,Weekday,highway,1,1,clear,high,28,low,weather,major,5,4,Non Peak Hour,No Festival,0.1,20,Q1
1852,Hyderabad,Telangana,17.534084,78.349686,2024-09-26,20:00,20,Thursday,Weekday,urban,3,1,rain,low,40,high,overspeeding,major,2,2,Non Peak Hour,No Festival,0.65,4,Q4
1853,Chennai,Tamil Nadu,13.094486,80.27852,2023-02-03,18:00,18,Friday,Weekday,rural,3,1,clear,high,32,high,weather,minor,4,3,Peak Hour,No Festival,0.45,12,Q2
1854,Delhi,Delhi,28.410654,77.056885,2024-08-08,16:00,16,Thursday,Weekday,highway,3,1,clear,high,22,high,distraction,major,4,2,Non Peak Hour,No Festival,0.3,8,Q2
1855,Bangalore,Karnataka,13.066777,77.68414,2024-02-11,1:00,1,Sunday,Weekend,urban,3,1,fog,low,23,high,weather,minor,4,4,Non Peak Hour,No Festival,0.65,16,Q4
1856,Delhi,Delhi,28.454323,77.19634,2023-10-29,23:00,23,Sunday,Weekend,rural,6,0,rain,low,20,medium,weather,major,1,1,Non Peak Hour,No Festival,0.45,1,Q2
1857,Hyderabad,Telangana,17.276958,78.24126,2023-04-03,9:00,9,Monday,Weekday,urban,1,1,fog,low,34,high,overspeeding,major,1,0,Peak Hour,No Festival,0.8,0,Q4
1858,Delhi,Delhi,28.670841,77.178894,2025-01-20,8:00,8,Monday,Weekday,urban,2,1,clear,high,31,high,distraction,minor,1,0,Peak Hour,No Festival,0.45,0,Q2
1859,Mumbai,Maharashtra,19.179325,72.90061,2024-09-20,5:00,5,Friday,Weekday,rural,6,1,rain,low,16,low,overspeeding,minor,3,3,Non Peak Hour,No Festival,0.45,9,Q2
1860,Kolkata,West Bengal,22.509472,88.36641,2024-02-06,2:00,2,Tuesday,Weekday,highway,4,1,clear,high,38,low,poor road,minor,2,0,Non Peak Hour,No Festival,0.1,0,Q1
1861,Hyderabad,Telangana,17.4677,78.24891,2022-01-20,10:00,10,Thursday,Weekday,urban,5,0,fog,low,37,medium,distraction,minor,4,3,Peak Hour,No Festival,0.6,12,Q3
1862,Bangalore,Karnataka,13.122319,77.4078,2024-04-05,10:00,10,Friday,Weekday,urban,4,1,rain,medium,24,high,overspeeding,minor,5,0,Peak Hour,No Festival,0.6,0,Q3
1863,Hyderabad,Telangana,17.383219,78.219604,2023-06-06,1:00,1,Tuesday,Weekday,rural,2,1,fog,low,38,medium,drunk driving,minor,1,0,Non Peak Hour,No Festival,0.45,0,Q2
1864,Mumbai,Maharashtra,18.951445,72.883965,2023-04-15,7:00,7,Saturday,Weekend,highway,5,0,fog,low,31,high,poor road,major,4,1,Non Peak Hour,No Festival,0.65,4,Q4
1865,Chennai,Tamil Nadu,13.159472,80.18306,2023-09-16,10:00,10,Saturday,Weekend,urban,3,1,clear,high,27,high,distraction,fatal,2,2,Peak Hour,No Festival,0.65,4,Q4
1866,Mumbai,Maharashtra,18.877163,72.75925,2023-10-12,19:00,19,Thursday,Weekday,urban,6,0,rain,medium,28,high,poor road,minor,2,0,Peak Hour,No Festival,0.6,0,Q3
1867,Mumbai,Maharashtra,18.901213,72.848656,2024-04-18,0:00,0,Thursday,Weekday,rural,3,0,fog,low,27,low,drunk driving,minor,1,1,Non Peak Hour,No Festival,0.45,1,Q2
1868,Delhi,Delhi,28.752708,77.12637,2024-11-04,6:00,6,Monday,Weekday,highway,2,1,rain,low,22,high,drunk driving,minor,3,1,Non Peak Hour,No Festival,0.65,3,Q4
1869,Chennai,Tamil Nadu,13.184877,80.18038,2022-01-11,23:00,23,Tuesday,Weekday,rural,4,1,fog,low,32,high,distraction,major,4,0,Non Peak Hour,No Festival,0.65,0,Q4
1870,Mumbai,Maharashtra,19.255398,72.77185,2024-02-29,23:00,23,Thursday,Weekday,urban,5,1,rain,low,16,high,drunk driving,major,5,0,Non Peak Hour,No Festival,0.65,0,Q4
1871,Kolkata,West Bengal,22.409027,88.428215,2022-04-28,10:00,10,Thursday,Weekday,rural,1,0,fog,low,28,high,weather,minor,1,0,Peak Hour,No Festival,0.8,0,Q4
1872,Kolkata,West Bengal,22.477528,88.34229,2024-06-24,14:00,14,Monday,Weekday,urban,3,1,clear,high,23,low,poor road,minor,5,2,Non Peak Hour,No Festival,0.1,10,Q1
1873,Mumbai,Maharashtra,19.261017,72.93021,2022-06-16,15:00,15,Thursday,Weekday,urban,2,0,fog,low,40,high,poor road,major,5,0,Non Peak Hour,No Festival,0.65,0,Q4
1874,Mumbai,Maharashtra,19.031067,72.708244,2025-03-10,0:00,0,Monday,Weekday,urban,1,1,rain,medium,27,low,weather,fatal,4,4,Non Peak Hour,No Festival,0.45,16,Q2
1875,Mumbai,Maharashtra,19.113619,72.74626,2022-11-14,10:00,10,Monday,Weekday,rural,5,0,fog,low,29,high,overspeeding,minor,1,1,Peak Hour,No Festival,0.8,1,Q4
1876,Kolkata,West Bengal,22.524511,88.32261,2023-11-11,21:00,21,Saturday,Weekend,urban,1,0,fog,low,23,medium,distraction,major,2,0,Non Peak Hour,No Festival,0.45,0,Q2
1877,Pune,Maharashtra,18.518826,73.90148,2024-01-23,10:00,10,Tuesday,Weekday,urban,5,0,clear,high,17,medium,overspeeding,minor,2,1,Peak Hour,No Festival,0.25,2,Q1
1878,Kolkata,West Bengal,22.621298,88.31311,2024-03-08,23:00,23,Friday,Weekday,urban,3,0,clear,high,27,low,overspeeding,major,4,3,Non Peak Hour,No Festival,0.1,12,Q1
1879,Chandigarh,Punjab,30.679102,76.899284,2023-08-01,23:00,23,Tuesday,Weekday,rural,5,0,rain,low,35,high,drunk driving,major,1,1,Non Peak Hour,No Festival,0.65,1,Q4
1880,Chandigarh,Punjab,30.61101,76.80922,2023-04-07,19:00,19,Friday,Weekday,rural,6,0,clear,high,17,high,distraction,minor,3,3,Peak Hour,No Festival,0.45,9,Q2
1881,Mumbai,Maharashtra,18.941008,72.78618,2024-04-20,7:00,7,Saturday,Weekend,highway,4,1,clear,high,33,low,distraction,fatal,1,1,Non Peak Hour,No Festival,0.3,1,Q2
1882,Bangalore,Karnataka,12.900394,77.778305,2023-07-15,4:00,4,Saturday,Weekend,highway,2,0,rain,medium,33,low,distraction,fatal,5,5,Non Peak Hour,No Festival,0.45,25,Q2
1883,Mumbai,Maharashtra,19.036688,72.97866,2024-05-17,22:00,22,Friday,Weekday,urban,6,0,fog,low,16,low,weather,minor,2,2,Non Peak Hour,No Festival,0.45,4,Q2
1884,Delhi,Delhi,28.560514,77.15139,2023-07-10,12:00,12,Monday,Weekday,highway,3,1,clear,high,16,high,poor road,minor,1,0,Non Peak Hour,No Festival,0.3,0,Q2
1885,Pune,Maharashtra,18.42072,73.904686,2023-10-24,2:00,2,Tuesday,Weekday,rural,5,0,rain,medium,35,low,drunk driving,minor,1,1,Non Peak Hour,No Festival,0.25,1,Q1
1886,Pune,Maharashtra,18.422522,73.80401,2024-10-28,3:00,3,Monday,Weekday,rural,5,0,fog,low,37,low,distraction,major,4,3,Non Peak Hour,No Festival,0.45,12,Q2
1887,Delhi,Delhi,28.793337,76.97434,2023-04-06,1:00,1,Thursday,Weekday,highway,3,0,fog,low,16,low,overspeeding,minor,1,1,Non Peak Hour,No Festival,0.45,1,Q2
1888,Chennai,Tamil Nadu,12.831183,80.13847,2023-08-03,9:00,9,Thursday,Weekday,rural,5,0,clear,high,20,high,distraction,minor,5,1,Peak Hour,No Festival,0.45,5,Q2
1889,Mumbai,Maharashtra,19.004417,72.9893,2022-09-01,10:00,10,Thursday,Weekday,urban,2,0,clear,high,38,medium,drunk driving,major,4,0,Peak Hour,No Festival,0.25,0,Q1
1890,Hyderabad,Telangana,17.431019,78.5709,2024-04-12,16:00,16,Friday,Weekday,highway,5,1,clear,high,28,low,poor road,major,3,1,Non Peak Hour,No Festival,0.1,3,Q1
1891,Kolkata,West Bengal,22.68415,88.37637,2022-07-24,15:00,15,Sunday,Weekend,rural,2,0,rain,medium,34,high,distraction,minor,4,3,Non Peak Hour,No Festival,0.45,12,Q2
1892,Bangalore,Karnataka,12.900053,77.59974,2024-10-01,1:00,1,Tuesday,Weekday,rural,1,0,rain,low,33,low,drunk driving,minor,3,2,Non Peak Hour,No Festival,0.45,6,Q2
1893,Delhi,Delhi,28.465624,77.076126,2023-06-25,13:00,13,Sunday,Weekend,highway,5,1,rain,medium,20,low,overspeeding,minor,1,0,Non Peak Hour,No Festival,0.25,0,Q1
1894,Chennai,Tamil Nadu,12.915393,80.1335,2023-12-15,4:00,4,Friday,Weekday,rural,1,1,fog,low,32,low,poor road,fatal,4,4,Non Peak Hour,No Festival,0.65,16,Q4
1895,Chennai,Tamil Nadu,13.178928,80.25302,2022-12-11,16:00,16,Sunday,Weekend,highway,2,1,fog,low,32,medium,weather,major,5,4,Non Peak Hour,No Festival,0.45,20,Q2
1896,Bangalore,Karnataka,12.971636,77.60132,2023-05-12,13:00,13,Friday,Weekday,urban,5,0,rain,low,18,high,poor road,major,2,0,Non Peak Hour,No Festival,0.65,0,Q4
1897,Chandigarh,Punjab,30.705862,76.710205,2024-08-22,23:00,23,Thursday,Weekday,rural,5,1,clear,high,20,low,drunk driving,minor,2,2,Non Peak Hour,No Festival,0.1,4,Q1
1898,Kolkata,West Bengal,22.635706,88.447945,2023-12-05,22:00,22,Tuesday,Weekday,highway,6,1,clear,high,30,medium,weather,major,2,2,Non Peak Hour,No Festival,0.1,4,Q1
1899,Chandigarh,Punjab,30.773878,76.83724,2024-12-24,20:00,20,Tuesday,Weekday,rural,1,0,rain,low,23,low,overspeeding,fatal,4,4,Non Peak Hour,No Festival,0.65,16,Q4
1900,Chandigarh,Punjab,30.775581,76.72727,2023-08-19,19:00,19,Saturday,Weekend,highway,6,1,rain,medium,28,medium,drunk driving,major,4,4,Peak Hour,No Festival,0.4,16,Q2
1901,Pune,Maharashtra,18.550436,73.92906,2024-05-31,3:00,3,Friday,Weekday,highway,3,1,rain,medium,21,high,poor road,major,5,4,Non Peak Hour,No Festival,0.45,20,Q2
1902,Kolkata,West Bengal,22.644888,88.41478,2024-11-11,8:00,8,Monday,Weekday,rural,2,0,clear,high,39,medium,distraction,minor,1,1,Peak Hour,No Festival,0.25,1,Q1
1903,Hyderabad,Telangana,17.331417,78.348076,2023-06-26,17:00,17,Monday,Weekday,urban,3,0,clear,high,40,high,poor road,minor,1,1,Peak Hour,No Festival,0.45,1,Q2
1904,Delhi,Delhi,28.781565,77.02359,2023-08-27,21:00,21,Sunday,Weekend,rural,2,0,rain,medium,15,high,overspeeding,minor,3,3,Non Peak Hour,No Festival,0.45,9,Q2
1905,Kolkata,West Bengal,22.635439,88.49229,2024-10-17,0:00,0,Thursday,Weekday,urban,4,0,rain,medium,29,low,drunk driving,fatal,3,3,Non Peak Hour,No Festival,0.45,9,Q2
1906,Delhi,Delhi,28.615799,76.82326,2024-09-10,6:00,6,Tuesday,Weekday,urban,6,1,rain,low,34,low,distraction,minor,4,3,Non Peak Hour,No Festival,0.45,12,Q2
1907,Hyderabad,Telangana,17.349993,78.460945,2022-09-30,18:00,18,Friday,Weekday,urban,3,0,clear,high,18,high,distraction,major,1,1,Peak Hour,No Festival,0.45,1,Q2
1908,Chandigarh,Punjab,30.65733,76.7623,2023-09-24,0:00,0,Sunday,Weekend,urban,2,0,fog,low,35,low,drunk driving,fatal,4,4,Non Peak Hour,No Festival,0.65,16,Q4
1909,Chennai,Tamil Nadu,13.15515,80.176575,2022-12-02,9:00,9,Friday,Weekday,urban,5,1,rain,medium,33,medium,overspeeding,minor,5,2,Peak Hour,No Festival,0.4,10,Q2
1910,Bangalore,Karnataka,13.1208,77.79736,2022-04-27,14:00,14,Wednesday,Weekday,highway,4,1,rain,low,24,low,distraction,major,3,0,Non Peak Hour,No Festival,0.45,0,Q2
1911,Delhi,Delhi,28.729504,77.103165,2023-11-29,10:00,10,Wednesday,Weekday,highway,2,0,fog,low,31,high,overspeeding,minor,5,4,Peak Hour,No Festival,0.8,20,Q4
1912,Chandigarh,Punjab,30.626684,76.75304,2023-09-24,8:00,8,Sunday,Weekend,urban,2,0,rain,low,32,high,weather,minor,2,0,Peak Hour,No Festival,0.8,0,Q4
1913,Kolkata,West Bengal,22.566868,88.46921,2022-11-16,11:00,11,Wednesday,Weekday,highway,1,0,fog,low,16,low,drunk driving,fatal,3,3,Non Peak Hour,No Festival,0.65,9,Q4
1914,Kolkata,West Bengal,22.593699,88.41723,2022-05-26,14:00,14,Thursday,Weekday,rural,2,0,rain,medium,19,high,poor road,minor,1,0,Non Peak Hour,No Festival,0.45,0,Q2
1915,Bangalore,Karnataka,12.906799,77.78078,2024-06-25,22:00,22,Tuesday,Weekday,highway,4,0,fog,low,21,high,weather,minor,1,1,Non Peak Hour,No Festival,0.65,1,Q4
1916,Delhi,Delhi,28.683764,76.96065,2025-03-29,13:00,13,Saturday,Weekend,highway,2,1,rain,low,40,high,drunk driving,minor,5,1,Non Peak Hour,No Festival,0.65,5,Q4
1917,Kolkata,West Bengal,22.539371,88.37061,2022-03-20,17:00,17,Sunday,Weekend,urban,1,0,clear,high,16,low,drunk driving,minor,3,2,Peak Hour,No Festival,0.25,6,Q1
1918,Pune,Maharashtra,18.663239,73.76644,2022-06-25,9:00,9,Saturday,Weekend,highway,6,0,rain,low,40,medium,drunk driving,fatal,2,2,Peak Hour,No Festival,0.8,4,Q4
1919,Mumbai,Maharashtra,19.158978,72.79368,2023-03-19,12:00,12,Sunday,Weekend,urban,5,0,rain,medium,39,medium,drunk driving,fatal,5,5,Non Peak Hour,No Festival,0.45,25,Q2
1920,Pune,Maharashtra,18.55714,73.89624,2024-03-23,13:00,13,Saturday,Weekend,highway,4,1,rain,low,16,medium,poor road,major,2,1,Non Peak Hour,No Festival,0.45,2,Q2
1921,Kolkata,West Bengal,22.494663,88.20347,2022-06-26,23:00,23,Sunday,Weekend,urban,3,1,rain,medium,34,low,overspeeding,fatal,5,5,Non Peak Hour,No Festival,0.45,25,Q2
1922,Mumbai,Maharashtra,19.141466,72.790504,2024-04-23,2:00,2,Tuesday,Weekday,highway,2,0,clear,high,22,low,drunk driving,major,1,1,Non Peak Hour,No Festival,0.1,1,Q1
1923,Delhi,Delhi,28.618658,76.89372,2024-12-29,1:00,1,Sunday,Weekend,urban,3,0,fog,low,26,low,overspeeding,fatal,1,1,Non Peak Hour,No Festival,0.65,1,Q4
1924,Chandigarh,Punjab,30.652935,76.706566,2022-11-13,1:00,1,Sunday,Weekend,rural,6,1,rain,low,20,low,poor road,minor,2,0,Non Peak Hour,No Festival,0.45,0,Q2
1925,Chennai,Tamil Nadu,13.091178,80.12033,2024-06-15,21:00,21,Saturday,Weekend,urban,3,1,rain,low,26,medium,overspeeding,fatal,4,4,Non Peak Hour,No Festival,0.65,16,Q4
1926,Kolkata,West Bengal,22.53316,88.350395,2025-04-10,11:00,11,Thursday,Weekday,urban,1,0,clear,high,33,medium,poor road,fatal,3,3,Non Peak Hour,No Festival,0.3,9,Q2
1927,Bangalore,Karnataka,13.030381,77.78138,2024-01-09,19:00,19,Tuesday,Weekday,urban,5,1,clear,high,31,high,distraction,minor,5,2,Peak Hour,No Festival,0.45,10,Q2
1928,Chennai,Tamil Nadu,13.133817,80.24745,2022-03-07,8:00,8,Monday,Weekday,rural,6,1,fog,low,37,low,drunk driving,minor,4,0,Peak Hour,No Festival,0.6,0,Q3
1929,Pune,Maharashtra,18.694561,73.93178,2024-10-23,23:00,23,Wednesday,Weekday,rural,6,0,fog,low,19,low,drunk driving,minor,5,3,Non Peak Hour,No Festival,0.45,15,Q2
1930,Kolkata,West Bengal,22.549128,88.40218,2023-11-17,22:00,22,Friday,Weekday,highway,4,1,clear,high,27,low,distraction,minor,3,0,Non Peak Hour,No Festival,0.1,0,Q1
1931,Hyderabad,Telangana,17.590734,78.427155,2022-10-29,14:00,14,Saturday,Weekend,urban,4,0,fog,low,15,low,weather,minor,3,0,Non Peak Hour,No Festival,0.45,0,Q2
1932,Chennai,Tamil Nadu,12.943777,80.14085,2024-10-01,17:00,17,Tuesday,Weekday,rural,1,0,rain,low,22,low,poor road,minor,5,3,Peak Hour,No Festival,0.6,15,Q3
1933,Delhi,Delhi,28.426573,77.01449,2022-04-12,14:00,14,Tuesday,Weekday,rural,4,0,fog,low,34,medium,distraction,minor,2,2,Non Peak Hour,No Festival,0.45,4,Q2
1934,Mumbai,Maharashtra,19.115162,72.908585,2025-03-16,14:00,14,Sunday,Weekend,rural,3,0,fog,low,21,medium,overspeeding,minor,5,4,Non Peak Hour,No Festival,0.45,20,Q2
1935,Bangalore,Karnataka,13.013782,77.421844,2022-05-21,23:00,23,Saturday,Weekend,highway,2,1,rain,medium,15,medium,weather,minor,1,1,Non Peak Hour,No Festival,0.25,1,Q1
1936,Delhi,Delhi,28.659124,77.157234,2024-09-28,8:00,8,Saturday,Weekend,highway,5,1,fog,low,21,high,drunk driving,major,4,0,Peak Hour,No Festival,0.8,0,Q4
1937,Chennai,Tamil Nadu,13.150376,80.12912,2022-01-19,1:00,1,Wednesday,Weekday,rural,5,0,clear,high,40,low,overspeeding,minor,3,0,Non Peak Hour,No Festival,0.1,0,Q1
1938,Delhi,Delhi,28.673819,77.07239,2022-09-30,11:00,11,Friday,Weekday,urban,3,0,rain,medium,31,medium,overspeeding,minor,2,0,Non Peak Hour,No Festival,0.25,0,Q1
1939,Bangalore,Karnataka,13.040467,77.75418,2023-11-14,9:00,9,Tuesday,Weekday,highway,4,1,rain,medium,23,high,weather,fatal,3,3,Peak Hour,No Festival,0.8,9,Q4
1940,Bangalore,Karnataka,12.999764,77.53997,2023-10-25,6:00,6,Wednesday,Weekday,rural,2,1,clear,high,40,low,weather,major,5,1,Non Peak Hour,No Festival,0.1,5,Q1
1941,Pune,Maharashtra,18.689507,73.83466,2023-09-10,18:00,18,Sunday,Weekend,urban,6,1,rain,low,34,high,poor road,minor,1,0,Peak Hour,No Festival,0.8,0,Q4
1942,Bangalore,Karnataka,13.035152,77.66935,2025-02-15,1:00,1,Saturday,Weekend,rural,6,0,rain,medium,28,low,distraction,minor,2,0,Non Peak Hour,No Festival,0.25,0,Q1
1943,Bangalore,Karnataka,13.068411,77.74073,2023-11-14,10:00,10,Tuesday,Weekday,highway,4,0,rain,medium,21,high,distraction,minor,5,0,Peak Hour,No Festival,0.6,0,Q3
1944,Hyderabad,Telangana,17.331625,78.22096,2023-11-15,6:00,6,Wednesday,Weekday,urban,6,1,fog,low,28,low,drunk driving,minor,2,1,Non Peak Hour,No Festival,0.45,2,Q2
1945,Chandigarh,Punjab,30.717976,76.74831,2024-10-27,10:00,10,Sunday,Weekend,urban,3,0,rain,low,39,high,overspeeding,major,1,1,Peak Hour,No Festival,0.8,1,Q4
1946,Chandigarh,Punjab,30.721355,76.87331,2025-01-04,5:00,5,Saturday,Weekend,rural,5,0,clear,high,38,medium,weather,major,4,1,Non Peak Hour,No Festival,0.1,4,Q1
1947,Chennai,Tamil Nadu,12.887356,80.28566,2022-07-11,1:00,1,Monday,Weekday,urban,2,0,fog,low,21,medium,weather,minor,4,0,Non Peak Hour,No Festival,0.45,0,Q2
1948,Chennai,Tamil Nadu,13.045885,80.132065,2023-10-17,15:00,15,Tuesday,Weekday,rural,4,1,clear,high,35,medium,overspeeding,minor,2,2,Non Peak Hour,No Festival,0.1,4,Q1
1949,Mumbai,Maharashtra,19.129215,72.93487,2023-10-05,13:00,13,Thursday,Weekday,urban,5,0,rain,medium,38,high,drunk driving,major,3,3,Non Peak Hour,No Festival,0.45,9,Q2
1950,Chandigarh,Punjab,30.696417,76.896545,2022-07-04,23:00,23,Monday,Weekday,urban,3,1,clear,high,33,low,drunk driving,major,1,0,Non Peak Hour,No Festival,0.1,0,Q1
1951,Delhi,Delhi,28.684414,76.88625,2022-01-31,7:00,7,Monday,Weekday,urban,6,0,rain,low,27,high,poor road,minor,3,0,Non Peak Hour,No Festival,0.65,0,Q4
1952,Bangalore,Karnataka,13.172311,77.68328,2022-12-02,22:00,22,Friday,Weekday,rural,3,1,rain,low,35,low,overspeeding,minor,4,2,Non Peak Hour,No Festival,0.45,8,Q2
1953,Bangalore,Karnataka,12.849759,77.57223,2022-03-27,19:00,19,Sunday,Weekend,rural,4,1,fog,low,25,high,distraction,fatal,4,4,Peak Hour,No Festival,1.0,16,Q4
1954,Pune,Maharashtra,18.466791,73.71568,2025-01-23,10:00,10,Thursday,Weekday,urban,2,1,clear,high,40,medium,weather,minor,2,1,Peak Hour,No Festival,0.25,2,Q1
1955,Hyderabad,Telangana,17.450512,78.26033,2022-07-30,18:00,18,Saturday,Weekend,rural,1,1,fog,low,37,high,poor road,major,4,3,Peak Hour,No Festival,0.8,12,Q4
1956,Delhi,Delhi,28.723013,76.931175,2022-12-29,21:00,21,Thursday,Weekday,urban,2,1,fog,low,15,medium,overspeeding,minor,4,2,Non Peak Hour,No Festival,0.45,8,Q2
1957,Mumbai,Maharashtra,18.817987,72.945526,2024-08-03,15:00,15,Saturday,Weekend,urban,1,1,fog,low,24,low,distraction,minor,2,1,Non Peak Hour,No Festival,0.45,2,Q2
1958,Chandigarh,Punjab,30.631636,76.82288,2023-06-04,22:00,22,Sunday,Weekend,urban,2,1,fog,low,19,low,distraction,major,5,1,Non Peak Hour,No Festival,0.45,5,Q2
1959,Chennai,Tamil Nadu,12.850497,80.230316,2024-10-26,5:00,5,Saturday,Weekend,rural,5,0,fog,low,20,low,overspeeding,major,5,5,Non Peak Hour,No Festival,0.45,25,Q2
1960,Bangalore,Karnataka,13.086749,77.59397,2023-08-23,5:00,5,Wednesday,Weekday,rural,2,0,fog,low,15,medium,drunk driving,minor,2,2,Non Peak Hour,No Festival,0.45,4,Q2
1961,Bangalore,Karnataka,12.96331,77.50713,2025-03-22,18:00,18,Saturday,Weekend,urban,5,1,rain,medium,32,high,poor road,minor,3,1,Peak Hour,No Festival,0.6,3,Q3
1962,Chennai,Tamil Nadu,12.904146,80.204,2024-06-29,14:00,14,Saturday,Weekend,highway,5,0,fog,low,34,medium,poor road,major,2,2,Non Peak Hour,No Festival,0.45,4,Q2
1963,Mumbai,Maharashtra,19.259853,72.875885,2024-07-19,17:00,17,Friday,Weekday,highway,5,1,rain,medium,32,medium,drunk driving,minor,4,0,Peak Hour,No Festival,0.4,0,Q2
1964,Mumbai,Maharashtra,18.936165,72.70202,2022-05-12,16:00,16,Thursday,Weekday,highway,6,0,clear,high,33,high,overspeeding,minor,1,1,Non Peak Hour,No Festival,0.3,1,Q2
1965,Mumbai,Maharashtra,18.955112,72.78069,2023-06-23,15:00,15,Friday,Weekday,urban,1,0,rain,medium,28,low,overspeeding,minor,1,1,Non Peak Hour,No Festival,0.25,1,Q1
1966,Hyderabad,Telangana,17.250702,78.59897,2024-04-02,20:00,20,Tuesday,Weekday,rural,5,1,fog,low,34,low,drunk driving,minor,5,5,Non Peak Hour,No Festival,0.45,25,Q2
1967,Hyderabad,Telangana,17.527315,78.25292,2024-11-01,5:00,5,Friday,Weekday,rural,6,0,fog,low,34,high,overspeeding,major,5,2,Non Peak Hour,Diwali,0.75,10,Q4
1968,Chandigarh,Punjab,30.689947,76.89027,2022-09-12,6:00,6,Monday,Weekday,highway,3,0,rain,low,17,medium,poor road,minor,1,0,Non Peak Hour,No Festival,0.45,0,Q2
1969,Chennai,Tamil Nadu,12.873027,80.243675,2024-10-03,13:00,13,Thursday,Weekday,urban,6,1,rain,medium,18,low,drunk driving,major,1,1,Non Peak Hour,No Festival,0.25,1,Q1
1970,Mumbai,Maharashtra,19.295874,72.832306,2022-04-19,17:00,17,Tuesday,Weekday,rural,3,0,clear,high,22,low,poor road,minor,1,0,Peak Hour,No Festival,0.25,0,Q1
